DHC_SIGMA,DHC_MINPTS,DHC_THRESHOLD,fitness
13.444445,20,21.11111,95.86883761
13.444445,20,21.11111,95.86883761
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,26.666666,98.95427282
13.444445,20,32.22222,99.02670871
13.444445,20,32.22222,99.02670871
13.444445,20,32.22222,99.02670871
13.444445,20,32.22222,99.02670871
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,37.77778,99.69409372
13.444445,20,43.333332,99.74538764
13.444445,20,43.333332,99.74538764
13.444445,20,43.333332,99.74538764
13.444445,20,43.333332,99.74538764
13.444445,20,43.333332,99.74538764
13.444445,20,43.333332,99.74538764
13.444445,20,48.888885,99.72047773
13.444445,20,48.888885,99.72047773
13.444445,20,48.888885,99.72047773
13.444445,20,48.888885,99.72047773
13.444445,20,48.888885,99.72047773
13.444445,20,54.444443,99.72047773
13.444445,20,54.444443,99.72047773
13.444445,20,54.444443,99.72047773
13.444445,20,54.444443,99.72047773
13.444445,20,60,0
13.444445,20,60,0
13.444445,20,60,0
13.444445,20,60,0
13.444445,20,60,0
13.444445,20,60,0
13.444445,20,60,0
13.444445,6.6666665,15.555555,92.86028519
13.444445,6.6666665,21.11111,95.86883761
13.444445,6.6666665,21.11111,95.86883761
13.444445,6.6666665,21.11111,95.86883761
13.444445,6.6666665,21.11111,95.86883761
13.444445,6.6666665,21.11111,95.86883761
13.444445,6.6666665,26.666666,98.95427282
13.444445,6.6666665,26.666666,98.95427282
13.444445,6.6666665,26.666666,98.95427282
13.444445,6.6666665,26.666666,98.95427282
13.444445,6.6666665,32.22222,99.02670871
13.444445,6.6666665,32.22222,99.02670871
13.444445,6.6666665,32.22222,99.02670871
13.444445,6.6666665,32.22222,99.02670871
13.444445,6.6666665,43.333332,99.74538764
13.444445,6.6666665,48.888885,99.72047773
13.444445,6.6666665,48.888885,99.72047773
13.444445,6.6666665,54.444443,99.72047773
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,6.6666665,60,0
13.444445,8.333333,15.555555,92.86028519
13.444445,8.333333,15.555555,92.86028519
13.444445,8.333333,15.555555,92.86028519
13.444445,8.333333,15.555555,92.86028519
13.444445,8.333333,21.11111,95.86883761
13.444445,8.333333,21.11111,95.86883761
13.444445,8.333333,21.11111,95.86883761
13.444445,8.333333,21.11111,95.86883761
13.444445,8.333333,21.11111,95.86883761
13.444445,8.333333,26.666666,98.95427282
13.444445,8.333333,26.666666,98.95427282
13.444445,8.333333,26.666666,98.95427282
13.444445,8.333333,32.22222,99.02670871
13.444445,8.333333,32.22222,99.02670871
13.444445,8.333333,32.22222,99.02670871
13.444445,8.333333,32.22222,99.02670871
13.444445,8.333333,37.77778,99.69409372
13.444445,8.333333,37.77778,99.69409372
13.444445,8.333333,37.77778,99.69409372
13.444445,8.333333,43.333332,99.74538764
13.444445,8.333333,48.888885,99.72047773
13.444445,8.333333,54.444443,99.72047773
13.444445,8.333333,54.444443,99.72047773
13.444445,8.333333,60,0
13.444445,8.333333,60,0
13.444445,8.333333,60,0
13.444445,8.333333,60,0
13.444445,8.333333,60,0
15,10,15.555555,93.46437296
15,10,15.555555,93.46437296
15,10,15.555555,93.46437296
15,10,15.555555,93.46437296
15,10,15.555555,93.46437296
15,10,21.11111,95.21469277
15,10,21.11111,95.21469277
15,10,21.11111,95.21469277
15,10,26.666666,98.73680762
15,10,26.666666,98.73680762
15,10,26.666666,98.73680762
15,10,26.666666,98.73680762
15,10,32.22222,98.9195015
15,10,32.22222,98.9195015
15,10,32.22222,98.9195015
15,10,32.22222,98.9195015
15,10,32.22222,98.9195015
15,10,32.22222,98.9195015
15,10,32.22222,98.9195015
15,10,37.77778,99.5529804
15,10,37.77778,99.5529804
15,10,37.77778,99.5529804
15,10,37.77778,99.5529804
15,10,37.77778,99.5529804
15,10,37.77778,99.5529804
15,10,37.77778,99.5529804
15,10,43.333332,99.65190677
15,10,43.333332,99.65190677
15,10,48.888885,99.62821612
15,10,48.888885,99.62821612
15,10,48.888885,99.62821612
15,10,48.888885,99.62821612
15,10,48.888885,99.62821612
15,10,48.888885,99.62821612
15,10,48.888885,99.62821612
15,10,54.444443,99.62821612
15,10,54.444443,99.62821612
15,10,54.444443,99.62821612
15,10,54.444443,99.62821612
15,10,54.444443,99.62821612
15,10,54.444443,99.62821612
15,10,54.444443,99.62821612
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,10,60,0
15,11.666666,15.555555,93.46437296
15,11.666666,15.555555,93.46437296
15,11.666666,15.555555,93.46437296
15,11.666666,15.555555,93.46437296
15,11.666666,21.11111,95.21469277
15,11.666666,21.11111,95.21469277
15,11.666666,21.11111,95.21469277
15,11.666666,26.666666,98.73680762
15,11.666666,26.666666,98.73680762
15,11.666666,26.666666,98.73680762
15,11.666666,26.666666,98.73680762
15,11.666666,26.666666,98.73680762
15,11.666666,26.666666,98.73680762
15,11.666666,26.666666,98.73680762
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,32.22222,98.9195015
15,11.666666,37.77778,99.5529804
15,11.666666,37.77778,99.5529804
15,11.666666,37.77778,99.5529804
15,11.666666,37.77778,99.5529804
15,11.666666,37.77778,99.5529804
15,11.666666,43.333332,99.65190677
15,11.666666,43.333332,99.65190677
15,11.666666,43.333332,99.65190677
15,11.666666,43.333332,99.65190677
15,11.666666,48.888885,99.62821612
15,11.666666,54.444443,99.62821612
15,11.666666,54.444443,99.62821612
15,11.666666,54.444443,99.62821612
15,11.666666,54.444443,99.62821612
15,11.666666,54.444443,99.62821612
15,11.666666,54.444443,99.62821612
15,11.666666,54.444443,99.62821612
15,11.666666,60,0
15,11.666666,60,0
15,11.666666,60,0
15,11.666666,60,0
15,11.666666,60,0
15,11.666666,60,0
15,11.666666,60,0
15,11.666666,60,0
15,13.333333,15.555555,93.46437296
15,13.333333,15.555555,93.46437296
15,13.333333,15.555555,93.46437296
15,13.333333,15.555555,93.46437296
15,13.333333,21.11111,95.21469277
15,13.333333,21.11111,95.21469277
15,13.333333,21.11111,95.21469277
15,13.333333,21.11111,95.21469277
15,13.333333,26.666666,98.73680762
15,13.333333,26.666666,98.73680762
15,13.333333,26.666666,98.73680762
15,13.333333,32.22222,98.9195015
15,13.333333,32.22222,98.9195015
15,13.333333,32.22222,98.9195015
15,13.333333,32.22222,98.9195015
15,13.333333,32.22222,98.9195015
15,13.333333,37.77778,99.5529804
15,13.333333,37.77778,99.5529804
15,13.333333,37.77778,99.5529804
15,13.333333,37.77778,99.5529804
15,13.333333,37.77778,99.5529804
15,13.333333,37.77778,99.5529804
15,13.333333,37.77778,99.5529804
15,13.333333,37.77778,99.5529804
15,13.333333,43.333332,99.65190677
15,13.333333,43.333332,99.65190677
15,13.333333,43.333332,99.65190677
15,13.333333,43.333332,99.65190677
15,13.333333,43.333332,99.65190677
15,13.333333,43.333332,99.65190677
15,13.333333,48.888885,99.62821612
15,13.333333,54.444443,99.62821612
15,13.333333,54.444443,99.62821612
15,13.333333,54.444443,99.62821612
15,13.333333,54.444443,99.62821612
15,13.333333,54.444443,99.62821612
15,13.333333,54.444443,99.62821612
15,13.333333,60,0
15,13.333333,60,0
15,13.333333,60,0
15,13.333333,60,0
15,13.333333,60,0
15,13.333333,60,0
15,13.333333,60,0
15,13.333333,60,0
15,15,15.555555,93.46437296
15,15,15.555555,93.46437296
15,15,15.555555,93.46437296
15,15,21.11111,95.21469277
15,15,21.11111,95.21469277
15,15,21.11111,95.21469277
15,15,21.11111,95.21469277
15,15,21.11111,95.21469277
15,15,21.11111,95.21469277
15,15,21.11111,95.21469277
15,15,26.666666,98.73680762
15,15,26.666666,98.73680762
15,15,26.666666,98.73680762
15,15,26.666666,98.73680762
15,15,26.666666,98.73680762
15,15,26.666666,98.73680762
15,15,32.22222,98.9195015
15,15,32.22222,98.9195015
15,15,32.22222,98.9195015
15,15,32.22222,98.9195015
15,15,32.22222,98.9195015
15,15,37.77778,99.5529804
15,15,37.77778,99.5529804
15,15,37.77778,99.5529804
15,15,37.77778,99.5529804
15,15,37.77778,99.5529804
15,15,37.77778,99.5529804
15,15,37.77778,99.5529804
15,15,43.333332,99.65190677
15,15,43.333332,99.65190677
15,15,43.333332,99.65190677
15,15,43.333332,99.65190677
15,15,48.888885,99.62821612
15,15,48.888885,99.62821612
15,15,48.888885,99.62821612
15,15,48.888885,99.62821612
15,15,54.444443,99.62821612
15,15,54.444443,99.62821612
15,15,54.444443,99.62821612
15,15,54.444443,99.62821612
15,15,54.444443,99.62821612
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,15,60,0
15,16.666666,15.555555,93.46437296
15,16.666666,15.555555,93.46437296
15,16.666666,15.555555,93.46437296
15,16.666666,15.555555,93.46437296
15,16.666666,15.555555,93.46437296
15,16.666666,15.555555,93.46437296
15,16.666666,15.555555,93.46437296
15,16.666666,21.11111,95.21469277
15,16.666666,21.11111,95.21469277
15,16.666666,21.11111,95.21469277
15,16.666666,21.11111,95.21469277
15,16.666666,21.11111,95.21469277
15,16.666666,26.666666,98.73680762
15,16.666666,26.666666,98.73680762
15,16.666666,26.666666,98.73680762
15,16.666666,26.666666,98.73680762
15,16.666666,26.666666,98.73680762
15,16.666666,32.22222,98.9195015
15,16.666666,32.22222,98.9195015
15,16.666666,32.22222,98.9195015
15,16.666666,32.22222,98.9195015
15,16.666666,32.22222,98.9195015
15,16.666666,32.22222,98.9195015
15,16.666666,32.22222,98.9195015
15,16.666666,37.77778,99.5529804
15,16.666666,37.77778,99.5529804
15,16.666666,37.77778,99.5529804
15,16.666666,37.77778,99.5529804
15,16.666666,37.77778,99.5529804
15,16.666666,37.77778,99.5529804
15,16.666666,37.77778,99.5529804
15,16.666666,37.77778,99.5529804
15,16.666666,43.333332,99.65190677
15,16.666666,43.333332,99.65190677
15,16.666666,48.888885,99.62821612
15,16.666666,48.888885,99.62821612
15,16.666666,48.888885,99.62821612
15,16.666666,48.888885,99.62821612
15,16.666666,48.888885,99.62821612
15,16.666666,48.888885,99.62821612
15,16.666666,54.444443,99.62821612
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,16.666666,60,0
15,18.333332,15.555555,93.46437296
15,18.333332,15.555555,93.46437296
15,18.333332,15.555555,93.46437296
15,18.333332,21.11111,95.21469277
15,18.333332,21.11111,95.21469277
15,18.333332,21.11111,95.21469277
15,18.333332,21.11111,95.21469277
15,18.333332,26.666666,98.73680762
15,18.333332,26.666666,98.73680762
15,18.333332,32.22222,98.9195015
15,18.333332,32.22222,98.9195015
15,18.333332,32.22222,98.9195015
15,18.333332,32.22222,98.9195015
15,18.333332,32.22222,98.9195015
15,18.333332,32.22222,98.9195015
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,37.77778,99.5529804
15,18.333332,43.333332,99.65190677
15,18.333332,43.333332,99.65190677
15,18.333332,43.333332,99.65190677
15,18.333332,43.333332,99.65190677
15,18.333332,43.333332,99.65190677
15,18.333332,48.888885,99.62821612
15,18.333332,48.888885,99.62821612
15,18.333332,54.444443,99.62821612
15,18.333332,54.444443,99.62821612
15,18.333332,54.444443,99.62821612
15,18.333332,54.444443,99.62821612
15,18.333332,54.444443,99.62821612
15,18.333332,54.444443,99.62821612
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,18.333332,60,0
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,15.555555,93.46437296
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,21.11111,95.21469277
15,20,26.666666,98.73680762
15,20,26.666666,98.73680762
15,20,26.666666,98.73680762
15,20,26.666666,98.73680762
15,20,26.666666,98.73680762
15,20,26.666666,98.73680762
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,32.22222,98.9195015
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,37.77778,99.5529804
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,43.333332,99.65190677
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,48.888885,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,54.444443,99.62821612
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,20,60,0
15,6.6666665,15.555555,93.46437296
15,6.6666665,15.555555,93.46437296
15,6.6666665,15.555555,93.46437296
15,6.6666665,15.555555,93.46437296
15,6.6666665,15.555555,93.46437296
15,6.6666665,15.555555,93.46437296
15,6.6666665,21.11111,95.21469277
15,6.6666665,21.11111,95.21469277
15,6.6666665,21.11111,95.21469277
15,6.6666665,26.666666,98.73680762
15,6.6666665,26.666666,98.73680762
15,6.6666665,26.666666,98.73680762
15,6.6666665,32.22222,98.9195015
15,6.6666665,32.22222,98.9195015
15,6.6666665,32.22222,98.9195015
15,6.6666665,32.22222,98.9195015
15,6.6666665,32.22222,98.9195015
15,6.6666665,32.22222,98.9195015
15,6.6666665,37.77778,99.5529804
15,6.6666665,37.77778,99.5529804
15,6.6666665,37.77778,99.5529804
15,6.6666665,37.77778,99.5529804
15,6.6666665,37.77778,99.5529804
15,6.6666665,37.77778,99.5529804
15,6.6666665,43.333332,99.65190677
15,6.6666665,43.333332,99.65190677
15,6.6666665,43.333332,99.65190677
15,6.6666665,43.333332,99.65190677
15,6.6666665,48.888885,99.62821612
15,6.6666665,48.888885,99.62821612
15,6.6666665,54.444443,99.62821612
15,6.6666665,54.444443,99.62821612
15,6.6666665,54.444443,99.62821612
15,6.6666665,54.444443,99.62821612
15,6.6666665,54.444443,99.62821612
15,6.6666665,60,0
15,6.6666665,60,0
15,6.6666665,60,0
15,6.6666665,60,0
15,6.6666665,60,0
15,6.6666665,60,0
15,6.6666665,60,0
15,8.333333,15.555555,93.46437296
15,8.333333,15.555555,93.46437296
15,8.333333,21.11111,95.21469277
15,8.333333,21.11111,95.21469277
15,8.333333,21.11111,95.21469277
15,8.333333,26.666666,98.73680762
15,8.333333,26.666666,98.73680762
15,8.333333,26.666666,98.73680762
15,8.333333,26.666666,98.73680762
15,8.333333,32.22222,98.9195015
15,8.333333,32.22222,98.9195015
15,8.333333,32.22222,98.9195015
15,8.333333,32.22222,98.9195015
15,8.333333,32.22222,98.9195015
15,8.333333,32.22222,98.9195015
15,8.333333,32.22222,98.9195015
15,8.333333,32.22222,98.9195015
15,8.333333,37.77778,99.5529804
15,8.333333,37.77778,99.5529804
15,8.333333,37.77778,99.5529804
15,8.333333,37.77778,99.5529804
15,8.333333,43.333332,99.65190677
15,8.333333,43.333332,99.65190677
15,8.333333,43.333332,99.65190677
15,8.333333,43.333332,99.65190677
15,8.333333,43.333332,99.65190677
15,8.333333,43.333332,99.65190677
15,8.333333,43.333332,99.65190677
15,8.333333,48.888885,99.62821612
15,8.333333,48.888885,99.62821612
15,8.333333,48.888885,99.62821612
15,8.333333,48.888885,99.62821612
15,8.333333,48.888885,99.62821612
15,8.333333,48.888885,99.62821612
15,8.333333,54.444443,99.62821612
15,8.333333,54.444443,99.62821612
15,8.333333,54.444443,99.62821612
15,8.333333,54.444443,99.62821612
15,8.333333,54.444443,99.62821612
15,8.333333,54.444443,99.62821612
15,8.333333,54.444443,99.62821612
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
15,8.333333,60,0
2.56,10.00,15.56,88.74
2.56,10.00,15.56,88.74
2.56,10.00,15.56,88.74
2.56,10.00,15.56,88.74
2.56,10.00,21.11,85.53
2.56,10.00,21.11,85.53
2.56,10.00,26.67,81.09
2.56,10.00,32.22,76.34
2.56,10.00,32.22,76.34
2.56,10.00,32.22,76.34
2.56,10.00,32.22,76.34
2.56,10.00,37.78,73.37
2.56,10.00,43.33,68.57
2.56,10.00,43.33,68.57
2.56,10.00,48.89,64.62
2.56,10.00,48.89,64.62
2.56,10.00,54.44,59.43
2.56,10.00,54.44,59.43
2.56,10.00,54.44,59.43
2.56,10.00,54.44,59.43
2.56,10.00,60.00,50.33
2.56,10.00,60.00,50.33
2.56,10.00,60.00,50.33
2.56,10.00,60.00,50.33
2.56,11.67,15.56,88.74
2.56,11.67,15.56,88.74
2.56,11.67,21.11,85.53
2.56,11.67,21.11,85.53
2.56,11.67,21.11,85.53
2.56,11.67,26.67,81.09
2.56,11.67,26.67,81.09
2.56,11.67,26.67,81.09
2.56,11.67,26.67,81.09
2.56,11.67,26.67,81.09
2.56,11.67,32.22,76.34
2.56,11.67,32.22,76.34
2.56,11.67,37.78,73.37
2.56,11.67,37.78,73.37
2.56,11.67,48.89,64.62
2.56,11.67,48.89,64.62
2.56,11.67,48.89,64.62
2.56,11.67,54.44,59.43
2.56,11.67,54.44,59.43
2.56,11.67,54.44,59.43
2.56,11.67,60.00,50.33
2.56,11.67,60.00,50.33
2.56,13.33,21.11,85.53
2.56,13.33,21.11,85.53
2.56,13.33,21.11,85.53
2.56,13.33,21.11,85.53
2.56,13.33,21.11,85.53
2.56,13.33,26.67,81.09
2.56,13.33,26.67,81.09
2.56,13.33,26.67,81.09
2.56,13.33,32.22,76.34
2.56,13.33,32.22,76.34
2.56,13.33,32.22,76.34
2.56,13.33,32.22,76.34
2.56,13.33,32.22,76.34
2.56,13.33,32.22,76.34
2.56,13.33,37.78,73.37
2.56,13.33,37.78,73.37
2.56,13.33,37.78,73.37
2.56,13.33,37.78,73.37
2.56,13.33,48.89,64.62
2.56,13.33,48.89,64.62
2.56,13.33,54.44,59.43
2.56,13.33,54.44,59.43
2.56,13.33,54.44,59.43
2.56,13.33,54.44,59.43
2.56,13.33,60.00,50.33
2.56,13.33,60.00,50.33
2.56,13.33,60.00,50.33
2.56,13.33,60.00,50.33
2.56,13.33,60.00,50.33
2.56,15.00,15.56,88.74
2.56,15.00,15.56,88.74
2.56,15.00,21.11,85.53
2.56,15.00,26.67,81.09
2.56,15.00,26.67,81.09
2.56,15.00,26.67,81.09
2.56,15.00,32.22,76.34
2.56,15.00,37.78,73.37
2.56,15.00,37.78,73.37
2.56,15.00,37.78,73.37
2.56,15.00,43.33,68.57
2.56,15.00,43.33,68.57
2.56,15.00,43.33,68.57
2.56,15.00,48.89,64.62
2.56,15.00,48.89,64.62
2.56,15.00,48.89,64.62
2.56,15.00,48.89,64.62
2.56,15.00,54.44,59.43
2.56,15.00,60.00,50.33
2.56,15.00,60.00,50.33
2.56,15.00,60.00,50.33
2.56,15.00,60.00,50.33
2.56,15.00,60.00,50.33
2.56,16.67,15.56,88.74
2.56,16.67,15.56,88.74
2.56,16.67,21.11,85.53
2.56,16.67,21.11,85.53
2.56,16.67,21.11,85.53
2.56,16.67,21.11,85.53
2.56,16.67,21.11,85.53
2.56,16.67,26.67,81.09
2.56,16.67,26.67,81.09
2.56,16.67,32.22,76.34
2.56,16.67,32.22,76.34
2.56,16.67,32.22,76.34
2.56,16.67,37.78,73.37
2.56,16.67,37.78,73.37
2.56,16.67,37.78,73.37
2.56,16.67,37.78,73.37
2.56,16.67,37.78,73.37
2.56,16.67,37.78,73.37
2.56,16.67,43.33,68.57
2.56,16.67,54.44,59.43
2.56,16.67,54.44,59.43
2.56,16.67,54.44,59.43
2.56,16.67,60.00,50.33
2.56,16.67,60.00,50.33
2.56,16.67,60.00,50.33
2.56,16.67,60.00,50.33
2.56,16.67,60.00,50.33
2.56,18.33,15.56,88.74
2.56,18.33,15.56,88.74
2.56,18.33,21.11,85.53
2.56,18.33,21.11,85.53
2.56,18.33,26.67,81.09
2.56,18.33,26.67,81.09
2.56,18.33,26.67,81.09
2.56,18.33,26.67,81.09
2.56,18.33,32.22,76.34
2.56,18.33,43.33,68.57
2.56,18.33,43.33,68.57
2.56,18.33,48.89,64.62
2.56,18.33,48.89,64.62
2.56,18.33,54.44,59.43
2.56,18.33,54.44,59.43
2.56,18.33,54.44,59.43
2.56,18.33,54.44,59.43
2.56,18.33,60.00,50.33
2.56,18.33,60.00,50.33
2.56,18.33,60.00,50.33
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,15.56,88.74
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,21.11,85.53
2.56,20.00,26.67,81.09
2.56,20.00,26.67,81.09
2.56,20.00,26.67,81.09
2.56,20.00,26.67,81.09
2.56,20.00,26.67,81.09
2.56,20.00,26.67,81.09
2.56,20.00,26.67,81.09
2.56,20.00,32.22,76.34
2.56,20.00,32.22,76.34
2.56,20.00,32.22,76.34
2.56,20.00,32.22,76.34
2.56,20.00,37.78,73.37
2.56,20.00,37.78,73.37
2.56,20.00,37.78,73.37
2.56,20.00,37.78,73.37
2.56,20.00,37.78,73.37
2.56,20.00,43.33,68.57
2.56,20.00,43.33,68.57
2.56,20.00,43.33,68.57
2.56,20.00,43.33,68.57
2.56,20.00,48.89,64.62
2.56,20.00,48.89,64.62
2.56,20.00,48.89,64.62
2.56,20.00,48.89,64.62
2.56,20.00,54.44,59.43
2.56,20.00,54.44,59.43
2.56,20.00,54.44,59.43
2.56,20.00,54.44,59.43
2.56,20.00,54.44,59.43
2.56,20.00,54.44,59.43
2.56,20.00,54.44,59.43
2.56,20.00,54.44,59.43
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,20.00,60.00,50.33
2.56,6.67,15.56,88.74
2.56,6.67,15.56,88.74
2.56,6.67,15.56,88.74
2.56,6.67,15.56,88.74
2.56,6.67,15.56,88.74
2.56,6.67,15.56,88.74
2.56,6.67,21.11,85.53
2.56,6.67,21.11,85.53
2.56,6.67,21.11,85.53
2.56,6.67,32.22,76.34
2.56,6.67,32.22,76.34
2.56,6.67,37.78,73.37
2.56,6.67,37.78,73.37
2.56,6.67,37.78,73.37
2.56,6.67,37.78,73.37
2.56,6.67,37.78,73.37
2.56,6.67,43.33,68.57
2.56,6.67,43.33,68.57
2.56,6.67,43.33,68.57
2.56,6.67,43.33,68.57
2.56,6.67,43.33,68.57
2.56,6.67,43.33,68.57
2.56,6.67,48.89,64.62
2.56,6.67,60.00,50.33
2.56,6.67,60.00,50.33
2.56,6.67,60.00,50.33
2.56,6.67,60.00,50.33
2.56,6.67,60.00,50.33
2.56,8.33,21.11,85.53
2.56,8.33,26.67,81.09
2.56,8.33,26.67,81.09
2.56,8.33,26.67,81.09
2.56,8.33,26.67,81.09
2.56,8.33,26.67,81.09
2.56,8.33,26.67,81.09
2.56,8.33,32.22,76.34
2.56,8.33,32.22,76.34
2.56,8.33,32.22,76.34
2.56,8.33,32.22,76.34
2.56,8.33,32.22,76.34
2.56,8.33,32.22,76.34
2.56,8.33,37.78,73.37
2.56,8.33,37.78,73.37
2.56,8.33,43.33,68.57
2.56,8.33,43.33,68.57
2.56,8.33,48.89,64.62
2.56,8.33,54.44,59.43
2.56,8.33,60.00,50.33
2.56,8.33,60.00,50.33
2.56,8.33,60.00,50.33
2.56,8.33,60.00,50.33
2.56,8.33,60.00,50.33
