DHC_SIGMA,DHC_MINPTS,DHC_THRESHOLD,fitness
11.888889,18.333332,60,0
11.888889,18.333332,60,0
11.888889,18.333332,60,0
11.888889,18.333332,60,0
11.888889,18.333332,60,0
11.888889,18.333332,60,0
11.888889,18.333332,60,0
11.888889,20,15.555555,93.71766405
11.888889,20,15.555555,93.71766405
11.888889,20,15.555555,93.71766405
11.888889,20,15.555555,93.71766405
11.888889,20,21.11111,96.79344922
11.888889,20,21.11111,96.79344922
11.888889,20,21.11111,96.79344922
11.888889,20,21.11111,96.79344922
11.888889,20,26.666666,99.12578497
11.888889,20,26.666666,99.12578497
11.888889,20,26.666666,99.12578497
11.888889,20,26.666666,99.12578497
11.888889,20,26.666666,99.12578497
11.888889,20,26.666666,99.12578497
11.888889,20,32.22222,99.10186822
11.888889,20,32.22222,99.10186822
11.888889,20,32.22222,99.10186822
11.888889,20,32.22222,99.10186822
11.888889,20,32.22222,99.10186822
11.888889,20,32.22222,99.10186822
11.888889,20,37.77778,99.81438123
11.888889,20,37.77778,99.81438123
11.888889,20,37.77778,99.81438123
11.888889,20,37.77778,99.81438123
11.888889,20,43.333332,99.83689914
11.888889,20,43.333332,99.83689914
11.888889,20,43.333332,99.83689914
11.888889,20,43.333332,99.83689914
11.888889,20,43.333332,99.83689914
11.888889,20,48.888885,99.81668554
11.888889,20,48.888885,99.81668554
11.888889,20,48.888885,99.81668554
11.888889,20,48.888885,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,54.444443,99.81668554
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,20,60,0
11.888889,6.6666665,15.555555,93.71766405
11.888889,6.6666665,15.555555,93.71766405
11.888889,6.6666665,21.11111,96.79344922
11.888889,6.6666665,26.666666,99.12578497
11.888889,6.6666665,32.22222,99.10186822
11.888889,6.6666665,37.77778,99.81438123
11.888889,6.6666665,37.77778,99.81438123
11.888889,6.6666665,37.77778,99.81438123
11.888889,6.6666665,43.333332,99.83689914
11.888889,6.6666665,48.888885,99.81668554
11.888889,6.6666665,48.888885,99.81668554
11.888889,6.6666665,48.888885,99.81668554
11.888889,6.6666665,54.444443,99.81668554
11.888889,6.6666665,54.444443,99.81668554
11.888889,6.6666665,54.444443,99.81668554
11.888889,6.6666665,54.444443,99.81668554
11.888889,6.6666665,54.444443,99.81668554
11.888889,6.6666665,60,0
11.888889,6.6666665,60,0
11.888889,6.6666665,60,0
11.888889,6.6666665,60,0
11.888889,8.333333,15.555555,93.71766405
11.888889,8.333333,15.555555,93.71766405
11.888889,8.333333,15.555555,93.71766405
11.888889,8.333333,21.11111,96.79344922
11.888889,8.333333,26.666666,99.12578497
11.888889,8.333333,26.666666,99.12578497
11.888889,8.333333,26.666666,99.12578497
11.888889,8.333333,32.22222,99.10186822
11.888889,8.333333,32.22222,99.10186822
11.888889,8.333333,32.22222,99.10186822
11.888889,8.333333,32.22222,99.10186822
11.888889,8.333333,32.22222,99.10186822
11.888889,8.333333,37.77778,99.81438123
11.888889,8.333333,37.77778,99.81438123
11.888889,8.333333,37.77778,99.81438123
11.888889,8.333333,37.77778,99.81438123
11.888889,8.333333,37.77778,99.81438123
11.888889,8.333333,43.333332,99.83689914
11.888889,8.333333,48.888885,99.81668554
11.888889,8.333333,54.444443,99.81668554
11.888889,8.333333,54.444443,99.81668554
11.888889,8.333333,54.444443,99.81668554
11.888889,8.333333,54.444443,99.81668554
11.888889,8.333333,60,0
11.888889,8.333333,60,0
11.888889,8.333333,60,0
11.888889,8.333333,60,0
11.888889,8.333333,60,0
13.444445,10,15.555555,92.86028519
13.444445,10,21.11111,95.86883761
13.444445,10,26.666666,98.95427282
13.444445,10,26.666666,98.95427282
13.444445,10,26.666666,98.95427282
13.444445,10,26.666666,98.95427282
13.444445,10,26.666666,98.95427282
13.444445,10,32.22222,99.02670871
13.444445,10,32.22222,99.02670871
13.444445,10,43.333332,99.74538764
13.444445,10,43.333332,99.74538764
13.444445,10,43.333332,99.74538764
13.444445,10,48.888885,99.72047773
13.444445,10,48.888885,99.72047773
13.444445,10,48.888885,99.72047773
13.444445,10,48.888885,99.72047773
13.444445,10,48.888885,99.72047773
13.444445,10,48.888885,99.72047773
13.444445,10,54.444443,99.72047773
13.444445,10,54.444443,99.72047773
13.444445,10,60,0
13.444445,10,60,0
13.444445,10,60,0
13.444445,11.666666,15.555555,92.86028519
13.444445,11.666666,15.555555,92.86028519
13.444445,11.666666,21.11111,95.86883761
13.444445,11.666666,21.11111,95.86883761
13.444445,11.666666,26.666666,98.95427282
13.444445,11.666666,26.666666,98.95427282
13.444445,11.666666,32.22222,99.02670871
13.444445,11.666666,32.22222,99.02670871
13.444445,11.666666,32.22222,99.02670871
13.444445,11.666666,32.22222,99.02670871
13.444445,11.666666,32.22222,99.02670871
13.444445,11.666666,37.77778,99.69409372
13.444445,11.666666,37.77778,99.69409372
13.444445,11.666666,48.888885,99.72047773
13.444445,11.666666,54.444443,99.72047773
13.444445,11.666666,54.444443,99.72047773
13.444445,11.666666,60,0
13.444445,11.666666,60,0
13.444445,13.333333,15.555555,92.86028519
13.444445,13.333333,15.555555,92.86028519
13.444445,13.333333,15.555555,92.86028519
13.444445,13.333333,21.11111,95.86883761
13.444445,13.333333,21.11111,95.86883761
13.444445,13.333333,21.11111,95.86883761
13.444445,13.333333,26.666666,98.95427282
13.444445,13.333333,26.666666,98.95427282
13.444445,13.333333,26.666666,98.95427282
13.444445,13.333333,32.22222,99.02670871
13.444445,13.333333,32.22222,99.02670871
13.444445,13.333333,37.77778,99.69409372
13.444445,13.333333,37.77778,99.69409372
13.444445,13.333333,37.77778,99.69409372
13.444445,13.333333,43.333332,99.74538764
13.444445,13.333333,43.333332,99.74538764
13.444445,13.333333,48.888885,99.72047773
13.444445,13.333333,48.888885,99.72047773
13.444445,13.333333,48.888885,99.72047773
13.444445,13.333333,54.444443,99.72047773
13.444445,13.333333,54.444443,99.72047773
13.444445,13.333333,60,0
13.444445,13.333333,60,0
13.444445,13.333333,60,0
13.444445,13.333333,60,0
13.444445,13.333333,60,0
13.444445,13.333333,60,0
13.444445,13.333333,60,0
13.444445,13.333333,60,0
13.444445,15,15.555555,92.86028519
13.444445,15,15.555555,92.86028519
13.444445,15,15.555555,92.86028519
13.444445,15,15.555555,92.86028519
13.444445,15,15.555555,92.86028519
13.444445,15,21.11111,95.86883761
13.444445,15,21.11111,95.86883761
13.444445,15,26.666666,98.95427282
13.444445,15,26.666666,98.95427282
13.444445,15,26.666666,98.95427282
13.444445,15,26.666666,98.95427282
13.444445,15,32.22222,99.02670871
13.444445,15,32.22222,99.02670871
13.444445,15,32.22222,99.02670871
13.444445,15,32.22222,99.02670871
13.444445,15,32.22222,99.02670871
13.444445,15,32.22222,99.02670871
13.444445,15,32.22222,99.02670871
13.444445,15,37.77778,99.69409372
13.444445,15,37.77778,99.69409372
13.444445,15,37.77778,99.69409372
13.444445,15,43.333332,99.74538764
13.444445,15,43.333332,99.74538764
13.444445,15,43.333332,99.74538764
13.444445,15,48.888885,99.72047773
13.444445,15,48.888885,99.72047773
13.444445,15,48.888885,99.72047773
13.444445,15,48.888885,99.72047773
13.444445,15,54.444443,99.72047773
13.444445,15,54.444443,99.72047773
13.444445,15,60,0
13.444445,15,60,0
13.444445,15,60,0
13.444445,15,60,0
13.444445,16.666666,15.555555,92.86028519
13.444445,16.666666,15.555555,92.86028519
13.444445,16.666666,15.555555,92.86028519
13.444445,16.666666,15.555555,92.86028519
13.444445,16.666666,21.11111,95.86883761
13.444445,16.666666,21.11111,95.86883761
13.444445,16.666666,21.11111,95.86883761
13.444445,16.666666,26.666666,98.95427282
13.444445,16.666666,26.666666,98.95427282
13.444445,16.666666,26.666666,98.95427282
13.444445,16.666666,26.666666,98.95427282
13.444445,16.666666,26.666666,98.95427282
13.444445,16.666666,26.666666,98.95427282
13.444445,16.666666,32.22222,99.02670871
13.444445,16.666666,32.22222,99.02670871
13.444445,16.666666,32.22222,99.02670871
13.444445,16.666666,37.77778,99.69409372
13.444445,16.666666,37.77778,99.69409372
13.444445,16.666666,37.77778,99.69409372
13.444445,16.666666,43.333332,99.74538764
13.444445,16.666666,43.333332,99.74538764
13.444445,16.666666,48.888885,99.72047773
13.444445,16.666666,48.888885,99.72047773
13.444445,16.666666,48.888885,99.72047773
13.444445,16.666666,54.444443,99.72047773
13.444445,16.666666,54.444443,99.72047773
13.444445,16.666666,54.444443,99.72047773
13.444445,16.666666,54.444443,99.72047773
13.444445,16.666666,60,0
13.444445,16.666666,60,0
13.444445,16.666666,60,0
13.444445,16.666666,60,0
13.444445,16.666666,60,0
13.444445,16.666666,60,0
13.444445,16.666666,60,0
13.444445,18.333332,15.555555,92.86028519
13.444445,18.333332,15.555555,92.86028519
13.444445,18.333332,15.555555,92.86028519
13.444445,18.333332,26.666666,98.95427282
13.444445,18.333332,26.666666,98.95427282
13.444445,18.333332,26.666666,98.95427282
13.444445,18.333332,26.666666,98.95427282
13.444445,18.333332,32.22222,99.02670871
13.444445,18.333332,32.22222,99.02670871
13.444445,18.333332,32.22222,99.02670871
13.444445,18.333332,32.22222,99.02670871
13.444445,18.333332,37.77778,99.69409372
13.444445,18.333332,37.77778,99.69409372
13.444445,18.333332,43.333332,99.74538764
13.444445,18.333332,43.333332,99.74538764
13.444445,18.333332,43.333332,99.74538764
13.444445,18.333332,43.333332,99.74538764
13.444445,18.333332,48.888885,99.72047773
13.444445,18.333332,48.888885,99.72047773
13.444445,18.333332,60,0
13.444445,18.333332,60,0
13.444445,18.333332,60,0
13.444445,18.333332,60,0
13.444445,20,15.555555,92.86028519
13.444445,20,15.555555,92.86028519
13.444445,20,15.555555,92.86028519
13.444445,20,15.555555,92.86028519
13.444445,20,15.555555,92.86028519
13.444445,20,21.11111,95.86883761
13.444445,20,21.11111,95.86883761
13.444445,20,21.11111,95.86883761
13.444445,20,21.11111,95.86883761
